Id,Label,Category
2,at1,1
4,cd1,3
5,clt,1
6,lr1,1
7,lv1,3
9,msb,3
10,pc1,1
11,pp1,2
12,rn1,3
13,sa,3
14,sd2,1
15,sw1,3
16,ys1,1
