Id,Label,Category
2,at1,1
4,cd1,4
5,clt,1
6,lr1,1
7,lv1,4
9,msb,4
10,pc1,1
11,pp1,3
12,rn1,4
13,sa,4
14,sd2,1
15,sw1,2
16,ys1,1
