Id,Label,Category
2,at1,2
3,azz1,1
4,cd1,1
5,clt,1
6,lr1,2
7,lv1,1
8,mcy1,1
10,pc1,1
11,pp1,3
12,rn1,3
13,sa,1
16,ys1,2
