Id,Label,Category
2,at1,2
3,azz1,1
4,cd1,2
5,clt,2
6,lr1,4
7,lv1,4
8,mcy1,1
10,pc1,2
11,pp1,3
12,rn1,2
14,sd2,4
15,sw1,3
16,ys1,4
