Id,Label,Category
2,at1,5
3,azz1,1
4,cd1,2
5,clt,6
6,lr1,6
7,lv1,3
10,pc1,5
11,pp1,4
12,rn1,5
13,sa,5
15,sw1,4
16,ys1,6
