Id,Label,Category
2,at1,2
4,cd1,1
5,clt,2
6,lr1,2
7,lv1,1
9,msb,1
10,pc1,2
11,pp1,3
12,rn1,1
13,sa,1
14,sd2,2
15,sw1,1
16,ys1,2
