Id,Label,Category
2,at1,3
3,azz1,2
4,cd1,2
5,clt,2
6,lr1,3
7,lv1,2
8,mcy1,2
10,pc1,2
11,pp1,1
12,rn1,1
13,sa,2
16,ys1,3
