Id,Label,Category
2,at1,3
3,azz1,2
4,cd1,3
5,clt,3
6,lr1,1
7,lv1,1
8,mcy1,2
10,pc1,3
11,pp1,4
12,rn1,3
14,sd2,1
15,sw1,4
16,ys1,1
