Id,Label,Category
2,at1,1
3,azz1,3
4,cd1,2
5,clt,5
6,lr1,5
7,lv1,1
10,pc1,5
11,pp1,4
12,rn1,1
13,sa,1
15,sw1,4
16,ys1,5
