Id,Label,Category
2,at1,3
3,azz1,1
4,cd1,1
5,clt,1
6,lr1,3
7,lv1,1
8,mcy1,1
10,pc1,1
11,pp1,2
12,rn1,2
13,sa,1
16,ys1,3
