Id,Label,Category
2,at1,3
3,azz1,1
4,cd1,3
5,clt,3
6,lr1,2
7,lv1,2
8,mcy1,1
10,pc1,3
11,pp1,4
12,rn1,3
14,sd2,2
15,sw1,4
16,ys1,2
