Id,Label,Category
2,at1,4
3,azz1,1
4,cd1,2
5,clt,5
6,lr1,5
7,lv1,4
10,pc1,5
11,pp1,3
12,rn1,4
13,sa,4
15,sw1,3
16,ys1,5
