Id,Label,Category
2,at1,1
3,azz1,4
4,cd1,2
5,clt,3
6,lr1,3
7,lv1,1
10,pc1,3
11,pp1,5
12,rn1,1
13,sa,1
15,sw1,5
16,ys1,3
