Id,Label,Category
2,at1,1
3,azz1,2
4,cd1,2
5,clt,2
6,lr1,1
7,lv1,2
8,mcy1,2
10,pc1,2
11,pp1,3
12,rn1,3
13,sa,2
16,ys1,1
