Id,Label,Category
2,at1,3
3,azz1,1
4,cd1,2
5,clt,4
6,lr1,4
7,lv1,3
10,pc1,4
11,pp1,2
12,rn1,3
13,sa,3
15,sw1,2
16,ys1,4
