Id,Label,Category
2,at1,4
4,cd1,3
5,clt,4
6,lr1,4
7,lv1,3
9,msb,3
10,pc1,4
11,pp1,1
12,rn1,3
13,sa,3
14,sd2,4
15,sw1,2
16,ys1,4
