Id,Label,Category
2,at1,3
3,azz1,2
4,cd1,1
5,clt,4
6,lr1,4
7,lv1,3
10,pc1,4
11,pp1,1
12,rn1,3
13,sa,3
15,sw1,1
16,ys1,4
