Id,Label,Category
2,at1,4
3,azz1,1
4,cd1,3
5,clt,2
6,lr1,2
7,lv1,4
10,pc1,2
11,pp1,5
12,rn1,4
13,sa,4
15,sw1,5
16,ys1,2
