Id,Label,Category
2,at1,3
4,cd1,1
5,clt,3
6,lr1,3
7,lv1,1
9,msb,1
10,pc1,3
11,pp1,2
12,rn1,1
13,sa,1
14,sd2,3
15,sw1,1
16,ys1,3
