Id,Label,Category
2,at1,1
3,azz1,2
4,cd1,5
5,clt,3
6,lr1,3
7,lv1,1
10,pc1,3
11,pp1,4
12,rn1,1
13,sa,1
15,sw1,4
16,ys1,3
