Id,Label,Category
2,at1,2
4,cd1,4
5,clt,2
6,lr1,2
7,lv1,4
9,msb,4
10,pc1,2
11,pp1,3
12,rn1,4
13,sa,4
14,sd2,2
15,sw1,1
16,ys1,2
