Id,Label,Category
2,at1,3
3,azz1,1
4,cd1,5
5,clt,2
6,lr1,2
7,lv1,3
10,pc1,2
11,pp1,4
12,rn1,3
13,sa,3
15,sw1,4
16,ys1,2
