Id,Label,Category
2,at1,6
3,azz1,1
4,cd1,2
5,clt,3
6,lr1,3
7,lv1,4
10,pc1,6
11,pp1,5
12,rn1,6
13,sa,6
15,sw1,5
16,ys1,3
