Id,Label,Category
2,at1,1
3,azz1,3
4,cd1,3
5,clt,3
6,lr1,1
7,lv1,3
8,mcy1,3
10,pc1,3
11,pp1,2
12,rn1,2
13,sa,3
16,ys1,1
