Id,Label,Category
2,at1,3
3,azz1,1
4,cd1,3
5,clt,3
6,lr1,4
7,lv1,4
8,mcy1,1
10,pc1,3
11,pp1,2
12,rn1,3
14,sd2,4
15,sw1,2
16,ys1,4
