Id,Label,Category
2,at1,1
3,azz1,5
4,cd1,2
5,clt,3
6,lr1,3
7,lv1,4
10,pc1,1
11,pp1,6
12,rn1,1
13,sa,1
15,sw1,6
16,ys1,3
